Speaker,Line
Sheldon,What happened to the top hats and the corncob pipes?
Leonard,"You see those, too."
Sheldon,"Oh, itês like Iêm really there."
Howard,Good story.
Leonard,What are you drinking there? A little eggnog?
Sheldon,Yes. is there a problem?
Leonard,"No, itês nice to see you enjoying a holiday beverage. Pretty Christmassy."
Sheldon,Since when is eggnog a Christmas drink? Eggs are available all year êround. Iêve been known to enjoy this poolside.
Leonard,"Come on, Sheldon. You know all the Christmas stories, and the carols, youêve got an eggnog moustache going on there. Just admit it. Youêre getting a little Yuletide spirit."
Sheldon,"Oh, donêt be silly. Christmas is a bunch of baloney created by the tinsel industry. Why is this so important to you?"
Leonard,"Honestly, because I had enough crappy Christmases as a kid and Iêm tired of you sucking the joy out of them now."
Leonard,"I grew up in a house full of crazy academics. Instead of leaving Santa milk and cookies, we had to leave him a research paper. And in the morning, you could tell heêd been there because the paper would be graded."
Sheldon,No wonder you love Christmas. That sounds amazing.
Leonard,It wasnêt amazing. I got a C-minus four years in a row.
Sheldon,"Yeah, Iêm familiar with your work. C-minus was your gift."
Raj,"Amy, Iêm really sorry. I didnêt mean to upset you."
Amy,"Itês fine. Iêm used to being the girl who never gets looked at twice. I didnêt have my first kiss till I was 22, and the guy only did it so Iêd give him back his insulin."
Bernadette,Sometimes the pancreas wants what the pancreas wants.
Amy,Forget it. I donêt expect you guys to understand.
Raj,"I understand. In seventh grade, I played Spin the Bottle and it landed on Alina Shankar. She said if I came near her, she would break the bottle and cut me."
Amy,"You think thatês bad? In college, I passed out at a frat party and woke up with more clothes on."
Raj,"Sometimes I get so lonely, I sit on my left hand until it goes numb, then I put it in my right hand and pretend Iêm holding hands with another person."
Amy,"I do that, too. Sometimes the left hand tries to cop a feel. And I let it."
Raj,Itês kind of nice to talk to someone who understands what it feels like to be alone.
Amy,"It is, isnêt it?"
Raj,But youêre not alone anymore. Now youêve got Sheldon.
Amy,"I do. And donêt worry, someday youêll have somebody, too."
Raj,Thank you. I hope sheês half as lovely and amazing as you are.
Amy,"Thank you, Rajesh. He wants me, Iêm good. We can go now."
Raj,Damn it.
Raj,"Now that I know she doesnêt like me, Iêm kind of into her."
Sheldon,All right. I think I cracked the code to lower the drawbridge.
Howard,Great. Letês do it. 
Leonard,The drawbridge is lowering.
Sheldon,Play through the pain.
Leonard,"You did it. The drawbridge is down. You cross the chasm and find yourself in a small dungeon room. And in the corner, chained to the wall, you see a bloodied and beaten Santa Claus. He says, ho, ho, help me."
Howard,"Yes, we found Santa. Christmas is saved. Donêt ever tell my mother I said that."
Sheldon,"But first, I cast a spell of paralysis on Stuart and Howard."
Howard,"Wait, what are you doing?"
Sheldon,"You canêt talk, youêre paralyzed. I get right up in Santaês big, fat face and say, well, well, well, jolly old Saint Nick, we meet again. Yeah, I believe the last time we spoke was in the Baybrook Mall in Galveston, Texas, when I was five years old, isnêt that right?"
Leonard,"Uh, okay."
Sheldon,"My mother dragged me there and she plopped me down on your lap and you asked me what I wanted for Christmas. And I told you, my Pop-Pop, because that was the year my grandfather died. I missed him and I wanted him back."
Leonard,"This is weird, right?"
Sheldon,"Pop-Pop was the only one in my family who encouraged me to pursue science. But you didnêt bring him back, did you? No, instead, I got Lincoln Logs. Well, you can build a lot of neat things out of Lincoln Logs, but Pop-Pop ainêt one of êem. And now youêre here asking me for something, to save you. Well, sorry, Mr. Kringle, but todayês not your day. Iêm leaving you here to rot, and I hope the ogres feast on your bones. I take the skeleton key, and I toss it into the chasm, and on the way out, I give Santa a swift kick in his bowl full of jelly!"
Leonard,"Okay. So Wolowitz and Stuart are paralyzed, Santaês dead, and I picked this over having sex with my girlfriend."
Sheldon,"Well, then, you shouldnêt have jingle bells on your boots."
Sheldon,I understand.
Sheldon,"Oh, I hope itês a train."
Sheldon,Two trains?
Sheldon,Iêm getting three trains.
Sheldon,"Wait, uh, uh, hang on. In my defenseÑ"
Sheldon,"Well, I must say, Leonard, when I first heard your idea for Giant Jenga, I was sceptical."
Leonard,I canêt blame you. Tiny Twister was a complete bust.
Sheldon,"No, I was wrong. The looming threat of being crushed under a pile of lumber does add a certain spice. Iêve never felt so alive.  Oh, hello, Alex. Uh, let me go get you last nightês recordings."
Leonard,What recordings?
Sheldon,"Well, you remember when you told me I talk in my sleep? Well, it occurred to me that, like most things I say, itês probably pure gold. So I started recording it all, and now Alex gets to comb through eight hours of what I like to call Sheldon After Dark."
Leonard,Hey. Just playing a little Giant Jenga here.
Leonard,"Well, most of Saturdayês gonna be figuring out where to put this game when weêre done. How about you?"
Leonard,Ooh. Thatês his take on John Wheelerês quantum foam. That should be great.
Leonard,"Ah, Iêd love to, but Iêm supposed to hang out with Penny."
Leonard,"Well, sheês not really into that kind of stuff."
Sheldon,"Jenga, I win!"
Howard,"Oh, come on, that canêt be true."
Raj,"I did the research. Tony the Tiger, Digêem the Frog, Capên Crunch, Toucan Sam, Count Chocula, Trix the Rabbit, Snap, Crackle and Pop. Not one cereal mascot is a girl. Itês a total breakfast sausage fest."
Leonard,Are we done with this?
Raj,"Almost. Franken Berry, Boo Berry, Sugar Bear and the Honey Nut Cheerio bee, I believe his name is Buzz."
Leonard,Terrific. Something weird happened and I donêt know what to do about it.
Howard,Whatês going on?
Leonard,Sheldonês assistant asked me on a date last night.
Raj,How could you do that to me? You know Iêve been working it with Alex for weeks.
Leonard,Working it? You canêt even talk to her.
Raj,I talk with my eyes.
Howard,You look like my little cousin when heês dropping one in his diaper.
Leonard,She knows I have a girlfriend. Itês so weird.
Raj,"Oh, my God. Youêre loving this."
Leonard,"To my bones. I mean, Iêm not gonna do anything about it. I love Penny. Itês just nice to have a young, attractive woman sniffing around the goods."
Raj,I both hate you and want to be you. This is Ryan Gosling all over again.
Sheldon,"Ah, gentlemen, what is on the conversational menu this morning?"
Raj,"Leonard stole my woman, and he knew full well I was only six to eight months away from making my move."
Leonard,I didnêt steal anyone.
Raj,Your assistant is totally hitting on this jerk and he loves it.
Sheldon,"Well, thatês not acceptable. I mean, Iêm her boss. She needs to be solely focused on my needs, not distracted by your pasty, androgynous brand of sexuality."
Leonard,Iêm androgynous?
Sheldon,"Oh, please. Look at you with your pouty bee-stung lips."
Leonard,What do you guys think I should do?
Raj,"I say you tell Alex your heart belongs to Penny, I provide her a shoulder to cry on, and then roughly half a year later I give it to her good."
Sheldon,"I want to thank you all for coming on such short notice. Uh, in the past, Iêve reached out to each of you individually, but I believe my present situation requires the collective wisdom of the group, which as you can see from your commemorative T-shirts I have dubbed Sheldon Cooperês Council of Ladies."
Penny,What is happening?
Sheldon,"I need your advice about a delicate workplace situation. Uh, to protect those involved, Iêll be changing their names."
Bernadette,Whoês involved?
Sheldon,"Well, a short, bespectacled colleague of mine who lives in the shadow of his brilliant roommate. Letês call this colleague Ricardo Shilly-Shally."
Penny,Youêre talking about Leonard.
Sheldon,"No, no, Shilly-Shally has red hair and, uh, he briefly served in the Mexican Navy. Anyway, despite the fact that he has a girlfriend, Shilly-Shally has been the recipient of inappropriate workplace flirtations from a young lady."
Amy,"Itês your assistant Alex, isnêt it?"
Sheldon,This is Tondelaya della Ventimiglia.
Penny,"Wait, what the hellês going on with Leonard and Alex?"
Sheldon,"No, uh, no, Iêm sorry. Whoês talking about Leonard and Alex?"
Penny,Fine. Ricardo and Tondelaya.
Sheldon,"Okay, look, itês not really about Ricardo and Tondelaya. It is really about her boss, who doesnêt quite know how to handle this situation and could use your advice, which is surprising because Dr. Einstein Von Brainstorm, heês usually pretty smart about these things."
Penny,Iêm gonna kill her.
Bernadette,Iêm sure youêve got nothing to worry about. Leonard would never cheat on you.
Amy,"Sheês right. But say the word, I got a lab full of cocaine-addicted monkeys with nothing to lose. One of them could end up in the backseat of her car. Or her shower."
Sheldon,"Ladies, ladies, please. Weêre not here to talk about Penny, okay? Weêre here to talk about me. Uh, I mean Einstein Von Brainstorm. Oh, darn it! All right, I guess the catês out of the bag. Let me explain whatês going on. Ricardo is really Leonard."
Penny,"We know whatês going on, Sheldon!"
Sheldon,"Well, what should I do?"
Bernadette,"Well, Alex is your employee. If sheês doing something thatês making Leonard uncomfortable, you should talk to her."
Sheldon,"Oh, no, heês not uncomfortable at all. No, heês loving it. Yeah, heês strutting around like heês five-foot-six."
Penny,Heês loving it?
Bernadette,"Sheldon, you need to talk to Alex right away."
Sheldon,"Talk to her? Thatês all youêve got? With a cool name like Sheldon Cooperês Council of Ladies, I really expected more. Give me back the T-shirts."
Sheldon,"Alex, check my schedule. What does my afternoon look like?"
Sheldon,"Well, that snuck up on us, didnêt it?"
Sheldon,Letês not call it a problem. Letês call it an opportunity. To solve a serious problem.
Sheldon,"You donêt know? Oh, you poor dear. Your ovaries are squirting so much goofy juice into your brains you donêt even know which way is up. You made an inappropriate sexual advance towards Dr. Hofstadter."
Sheldon,"Now, thereês no need to get defensive. Iêm not unsympathetic to your plight. My father used to say that a woman is like an egg salad sandwich on a warm Texas day."
Sheldon,Full of eggs and only appealing for a short time.
Sheldon,"Yeah, you and me both, sister. Now, please understand, I donêt hold you responsible for your behaviour because, see, from an evolutionary standpoint, youêre a slave to your desire to reproduce. But during the work day, when you feel possessed by amorous intent, may I suggest that you suppress it by leafing through this illustrated book of sexually transmitted diseases? Letês see here. Oh, yes. Check out this oozy doozy."
Sheldon,"So does this fellow, but he canêt without it burning like hot soup."
Leonard,"Hey, pretty lady."
Penny,"Oh, you seem extra happy."
Leonard,"Uh, I guess I am."
Penny,Any particular reason why?
Leonard,"I donêt know, just having a good day. This morning Sheldon fell asleep on the way to work, so I got to listen to the radio. That was pretty crazy."
Penny,Mm-hmm. Anything else?
Leonard,Mm. I found this quiz online called Which Star Trek Character Are You? and it only took me four tries to get Captain Kirk.
Penny,Thatês great.
Leonard,Oh. It. Was.
Penny,"Hmm. Well, Iêm glad youêre having such a great day."
Leonard,Yeah. And the one thing that could make it even better is an evening with my special girl.
Penny,"Oh, and whoês that?"
Leonard,What do you mean?
Penny,"Oh, I just didnêt know if you meant me or Alex."
Leonard,"Um, why would I mean Alex?"
Penny,Because I know she hit on you and I know you liked it.
Penny,"Donêt play dumb with me, Ricardo Shilly-Shally!"
Leonard,Iêm missing something.  Did you say something to Penny about Alex?
Sheldon,"Oh, yes. Yeah, and a fat lot of good it did me. All she did was get mad at you."
Leonard,Why would you do that?
Sheldon,"I needed advice about a woman. I would have asked you, but if the last few years have proven anything, itês that you canêt tell a uterus from a unicycle."
Leonard,At least I know not to blab to a girl about somebody flirting with her boyfriend.
Sheldon,"Good to know. Yeah, a few more helpful hints like that, you may find yourself on the Council of Ladies.  Hello. I see. Uh, what time? Very well, then. Huh. That was the Human Resources Department at the university. Apparently, my assistant Alex has filed a complaint accusing me of inappropriate behaviour in the workplace."
Leonard,"Oh, my God, what did you do?"
Sheldon,"Hmm, let me think. Nothing. Iêm a delight."
Sheldon, Human Resources Department.
Sheldon,Thank you.
Sheldon,"So Iêve been told. But I canêt understand what she has to complain about. I mean, she has a front-row seat as I make scientific history. Thereês string cheese in my mini-fridge, and thatês for anyone. Yeah, and just yesterday I led her away from a life of sexual promiscuity by making her look at pictures of disease-ridden genitalia."
Sheldon,Like what?
Sheldon,"Oh! I see the confusion here. No, no, Alex thought I was singling her out. I meant that all women are slaves to their biological urges, you know? Even you. Youêre a slave."
Sheldon,"Well, y-you, I-Iêm just saying, you know, at a certain point in a womanês menstrual cycleÑ"
Sheldon,"I donêt see why Iêm the one being persecuted here. Dr. Hofstadter, he was bragging about his sexual desirability to anyone who would listen. You know, and Howard Wolowitz, he spent two years using university resources building a six-breasted sex robot. Oh, and at the office Christmas party, I heard Rajesh Koothrappali refer to you several times as Brown Sugar."
Sheldon,"Yes. No, yeah, but in his defense, that wasnêt racist. Heês also brown."
Leonard,"Iêm sorry Alex hit on me, hit on me, hit on me. Iêm sorry Alex hit on me, Iêd no idea Iêm cute."
Penny,"Oh, damn it, you are."
Leonard,Please forgive me. I should have told you about Alex.
Penny,"I donêt care about Alex. Fine, I care. Okay, I hate that bitch. But what really hurt is that you liked it so much. I mean, do I need to be worried?"
Leonard,Of course not. Why?
Penny,"Because, she is pretty and smart, and when you talk about work, she doesnêt have to go home and look up words in the dictionary to understand what you said."
Leonard,You do that?
Leonard,"Hang on. Are you feeling insecure? Because thatês my thing, and if you take it away, I donêt know what Iêm bringing to this relationship."
Penny,"Yes, Leonard, I am insecure. Happy?"
Leonard,"No, Iêm not happy."
Penny,Why are you smiling?
Leonard,Iêm sorry. I just never think of you having feelings like that.
Penny,"Well, I do."
Leonard,Why? Nothing is ever going to happen between me and Alex.
Leonard,Come here. Tell you a secret?
Penny,Whatês that?
Leonard,"With all these women chasing me, I kind of do feel like Captain Kirk."
Penny,Can I tell you a secret?
Penny,"Keep talking about Captain Kirk, and weêre all gonna stop."
Leonard,"Message received. Ah, excuse me.  Hello. This is Dr. Hofstadter. Okay. All right, thank you. Thatês weird. Iêm getting called in to Human Resources."
Penny,What did you do?
Leonard,I donêt know.
Howard,Huh. I just got called in to Human Resources.
Howard,I donêt know.
Raj,Huh. That is so strange. Human Resources wants to talk to me tomorrow.  Could you stop licking your ass for two minutes? I have a problem here.
Howard,Do you really think you should be drinking right now?
Raj,How else am I supposed to talk to the Human Resources lady?
Howard,I donêt know. Seek professional help?
Raj,I did. The guy at the liquor store said this stuff tastes great in coffee.
Howard,"Wait, you got called in, too? What is going on?"
Leonard,Sheldon threw us all under the bus.
Raj,I feel like Iêve been called down to the principalês office. Although I wouldnêt mind if Brown Sugar suspended me. From a sex swing. This may have been a mistake.
Howard,"Relax. Everythingês gonna be fine. Before I met Bernadette I was in here every other day. Uh, little tip, turn off your I Like Big Butts ringtone before you go in."
Raj,"Well, this is all your fault."
Leonard,How is this my fault?
Raj,"If you werenêt screwing around with Sheldonês assistant, none of this would be happening."
Leonard,I wasnêt screwing around with anyone.
Raj,"Oh, of course not. She was just sniffing around your goods because she was hunting for truffles."
Howard,"Hey, Janine. How are Tom and the kids?"
Leonard,"Yes, but I think this is all a big misunderstanding."
Raj,"Yeah, yeah, me, too. I didnêt do anything."
Raj,Howard built a sex robot.
Howard,That is not true. All I did was build a robot.
Howard,"Iêm sorry, Iêm a feminist, I donêt notice things like how many breasts a robot has."
Sheldon,"Well, hello."
Leonard,What are you doing here?
Sheldon,"Actually, I came to speak to Mrs. Davis."
Sheldon,But I came to file a complaint. Somebody has made me feel uncomfortable in the workplace by using language of an inappropriate and sexual nature.
Sheldon,"You, you dirty birdie. I-I thought about the things you said to me yesterday, and I realized Iêm deeply offended. Now, be a dear and get me one of those complaint forms."
Sheldon,"And thanks to you, I know better than to ask if youêre menstruating. And based on your behaviour, I donêt have to."
Sheldon,"It has been pointed out to me that some of the things I said to you could be construed as offensive, and I would like to offer you my sincerest apology."
Sheldon,"Yeah, additionally, you should know that the university has mandated that I take an online sexual harassment seminar so this sort of thing doesnêt happen in the future."
Sheldon,"Yeah. Now, unfortunately, uh, my time is much too valuable to waste on nonsense like this, so, um, Iêm gonna need you to take it for me. Oh, and, uh, youêd better ace it, theyêre pretty mad."
Penny,"So, hey, I was thinking about that stuff with Alex."
Leonard,"Oh, would you stop worrying about that?"
Penny,"I canêt help it. But, look, I figured I could sit around and feel insecure, or I could do something about it. So I got a course catalogue at school and looked at some of the science classes."
Leonard,Thatês great.
Penny,"No, it isnêt, they are extremely boring. I mean, how do you not kill yourself, like, every day? Anyway, I decided I donêt need to be a scientist, I could just look like one. So I bought these."
Leonard,"Glasses? I really donêt think thatês gonna changeÑ oh, my God, you look so smart and hot."
Penny,"I know, right? Watch this. Molecules."
Leonard,"Okay, come with me."
Penny,Where are we going?
Leonard,"To my bedroom, so I can take everything off but those glasses. And maybe the boots."
Leonard,"Hey, will you steam my uniform next?"
Sheldon,"Interesting. Do you recall this conversation? Leonard, want to go halfsies on a steamer? No, Sheldon, we donêt need a steamer. Looks like that rumpled chickenês come home to roost."
Penny,Hi. Here are the make-up sponges you asked for.
Leonard,"Oh, thanks, I thought I had more."
Penny,"Damn, youêve got more makeup than I do. Youêve got better makeup than I do. Yeah, Iêm borrowing this."
Leonard,"Hey, hey, hey, hey. This is my Comic-Con makeup. I love you, but there are some things a man doesnêt share with his girlfriend."
Sheldon,"Thatês a wise policy. I once borrowed my sisterês makeup for a costume contest. Got a terrible case of pinkeye. But luckily, I was going as a zombie. I won second place."
Penny,I feel like you guys just went to Comic-Con.
Leonard,That was San Diego Comic-Con. This is Bakersfield Comic-Con.
Penny,Is that better?
Leonard,"Well, itês a lot smaller. Itês more about the comic books. The way these conventions used to be before they went all Hollywood."
Sheldon,"So to answer your question, no, itês not better."
Penny,"Well, then why are you going?"
Sheldon,"Itês a comic book convention. You know, itês like pizza or particle accelerators, even the stinky oneês still pretty good."
Penny,"All right. Well, you guys have fun. I guess Iêll see you Sunday night."
Leonard,"Oh, hang on a second. "
Penny,What was that for?
Leonard,To show people when they donêt believe me.
Penny,"Oh, this is the best. You have booze with breakfast on a Tuesday, you got a problem. You do it on the weekend, you got brunch."
Amy,Sheldon doesnêt believe in brunch. He canêt stand being at a table where one personês having an omelette and another personês having a sandwich.
Bernadette,Heês not exhausting at all.
Penny,"Oh. Itês Leonard. He says theyêre on the road and headed for Bakersfield at warp speed. Maybe itês the mimosa, but Iêm gonna give the kid an LOL."
Bernadette,Itês cute how excited they are. You should have seen Howard sewing his costume all week for the convention.
Amy,When did Howard learn to sew?
Bernadette,"When he was a little boy, every couple months, he would have to let his momês pants out."
Amy,I donêt even understand why they go to these conventions.
Penny,I know. The four of them work at a major university. Theyêre all super smart. How can they still be into something made for 12-year-olds?
Bernadette,"I donêt mind it. I think Howieês just in touch with his inner child. Although when he comes to bed in his Batman pyjamas, sometimes it feels like Iêm touching his inner child."
Amy,"Itês probably because they were bullied growing up. In a world where you canêt fight back, superheroes provide meaningful wish-fulfillment."
Penny,"Mmmm. Now I feel bad for picking on all those kids. Although, in my defence, if Danny Biffle didnêt want to eat a mouthful of dirt, he shouldnêt have shown up to school wearing a bow tie."
Bernadette,Iêve never even read a comic book. You guys?
Bernadette,"I mean, itês such an important part of their lives. Maybe we should try reading some."
Bernadette,The comic book store isnêt far from here.
Penny,"That is an amazing idea. Okay, how many of these have I had?"
Sheldon,I think you should turn on the GPS.
Leonard,It is on.
Sheldon,But the turn-by-turn voice option isnêt on. I know Iêd feel more safe if you turn on the turn-by-turn voice option. I love the turn-by-turn voice option.
Howard,Has it really only been ten miles?
Leonard,"Iêm turning it on, but just to shut you up."
Sheldon,"Ooh, sounds like that fellow knows what heês talking about. Iêd put on my listening ears if I were you."
Leonard,What did you do?
Sheldon,I found a hack online. I was able to upload MP3 recordings of my voice to your GPS.
Raj,That is so cool.
Leonard,"Counterpoint, no, itês not."
Sheldon,"Shh, he said itês interesting."
Howard,"Look, Leonard, thereês a bridge. Drive off it."
Raj,"You know, weêre not that far from Vazquez Rocks."
Sheldon,"Oh, they shot a lot of Star Trek episodes out there."
Howard,Weêve got our costumes in the trunk. We could go there and have a little photo shoot.
Raj,Great idea. I havenêt had a carbohydrate in two weeks. These cheekbones need to be in front of a camera before I eat a pretzel and theyêre gone.
Leonard,"Yeah, that sounds fun."
Sheldon,"Oh, smashing. Now, Leonard, do you know how to get there?"
Sheldon,"Yeah, well luckily, someone in the car does."
Sheldon,None of you will get it. Itês Eisenhower.
Bernadette,Why are they staring?
Amy,"Who cares? Just soak it in. Hello, boys."
Penny,"Hey, Stuart."
Bernadette,We were looking for a recommendation about comic books.
Penny,"No, we were just wondering why the guys like this stuff so much, so we thought weêd give it a try."
Bernadette,What kind of comics do the guys like?
Amy,"All right, well, whoês the best superhero?"
Penny,"Well then, what do you recommend?"
Amy,"Ooh, I do love a bad boy."
Penny,As evidenced by your boyfriend and his fear of hamsters.
Penny,"Ooh, Thor! Heês hot."
Raj,"And weêre blending, and weêre blending, and weêre done."
Sheldon,"I know Mr. Data isnêt supposed to smile, but here it comes."
Howard,"Come on, guys. Letês do this."
Leonard,"Yeah, Iêm sweating my bald cap off."
Howard,So whatês our first pose going to be?
Raj,I say we begin with a classic Star Trek fight scene.
Leonard,Iêll set the timer.
Howard,"Sheldon, how is that a fight pose?"
Sheldon,Mr. Dataês weapon is his mind. Iêm wielding it.
Raj,Phasers on the Borg! Charlieês Angels.
Howard,"Okay, whatês next?"
Raj,"Now letês do some sexy glamour shots. Iêll set the mood.  Oontz, oontz, oontz, oontz, oontz, oontz, oontz, oontz, oontz, oontz, oontz, oontz, oontz, oontz, oontz, oontz, Yeah, nice one, oontz, oontz. Thatês right. Oontz, oontz, oontz, oontz, oontz, oontz, oontzÑ"
Howard,"Oh, my God. Leonard, someoneês stealing your car!"
Leonard,"Hey, hey! Come back here!"
Sheldon,Stealing is against the law!
Leonard,I donêt believe this.
Howard,Son of a bitch.
Raj,"Iêll call 911. oh, no, my phone is in my other pants."
Howard,"Oh, so is mine."
Leonard,"Mine, too. Anybody got any ideas?"
Sheldon,Nope. The only thing left to do now is assign blame.  Nice going.
Leonard,What kind of a person steals another personês car in broad daylight?
Sheldon,What kind of person leaves his keys in the car?
Leonard,I thought we agreed this was all Koothrappaliês fault.
Sheldon,Youêre right. Nice going.
Raj,What is wrong with people? Why donêt they stop?
Sheldon,Maybe weêre better off. What if we were to get in a car with a crazy person?
Leonard,"Look at us, Sheldon. Weêre the crazy people."
Sheldon,"Well, perhaps we should hold up a sign that assures passing motorists of our mental competence."
Howard,Good idea. Why donêt you get started on that?
Leonard,"Come on, letês just start walking. Thereês got to be a gas station or something nearby."
Sheldon,"you think just because youêre wearing a captainês uniform, youêre in charge?"
Sheldon,All right.
Penny,"Hmm, okay, Iêm done. How did you guys finish so fast?"
Bernadette,"I donêt know, there were a lot of pictures, and one page only had the word brakkadoom!"
Penny,"Yeah, well, I have street smarts."
Bernadette,"So, whatêd you guys think?"
Amy,"Well, there was a lot of action."
Amy,"And the story moved along at a brisk pace. It was, overall, whatês the word Iêm looking for?"
Amy,So stupid.
Penny,I donêt know how Leonard can get so caught up in this.
Bernadette,"Itês crazy, they spend hours arguing about things that donêt even exist."
Amy,What a waste of time.
Penny,I know. A hammer so heavy that no one else can pick it up?
Bernadette,"I donêt think itês heavy. Itês some sort of magic, so only Thor can lift it."
Penny,"That makes even less sense, I meanÑ"
Amy,"No, no, no, it doesnêt. Thor is a god. The hammer is his, only he can use it. Itês like Sheldon and his toothbrush. Or his thin, beckoning lips."
Penny,"Okay, hang on, what if Thorês hand is on the hammer? I mean, if heês touching it with his god magic, does that mean I could lift it?"
Penny,"Well, which is it?"
Amy,Maybe we missed something.
Bernadette,Letês read it again.
Bernadette,You want some tea?
Amy,Good idea. Iêll help you.
Penny,"Wait, I thought we were reading."
Amy,"We are. Weêre just, uh, giving you a head start."
Howard,I wish my mom was here. We could all hang out in her shadow.
Raj,Wool pants in the desert. I feel like Iêve got poached testicles.
Leonard,"Oh, you poor thing, youêre sweating. Thatês so much worse than having your car stolen."
Raj,Insurance is gonna buy you a new car. Itês not gonna de-funk my junk.
Sheldon,"Gentlemen, a little less bellyaching. Weêre Starfleet officers and a member of the Borg Collective."
Leonard,"Please, Sheldon, I am so not in the mood."
Sheldon,"Leonard, all our lives we have dreamed of finding ourselves inside one of the fantasy worlds we love. And look at us. At this moment, we are, in fact, a Star Trek landing party stranded in an alien and unforgiving environment, relying only on our wits, our fortitude and our moxie. As long as we have those things, nothing can stopÑ"
Sheldon,I hate this planet.
Amy,"It says right here on the hammer, whoever holds this hammer, if he be worthy, shall possess the power of Thor."
Bernadette,"Hold on, who decides whoês worthy? Does the hammer decide?"
Amy,No! It canêt decide. Itês a hammer.
Penny,You said itês a magic hammer.
Amy,"Yeah, but, it canêt make decisions."
Penny,"If Harry Potterês wand can make decisions, why canêt Thorês hammer?"
Amy,"Okay, if youêre going to start comparing wands and hammers, I canêt even take you seriously."
Sheldon,"Hello. Hello. Uh, uh, uh, four glasses of water, please. Anything for you guys?"
Leonard,Can I use your phone? Our car got stolen.
Sheldon,"Scotty was on the original series, and weêre Next Generation. So, jokeês on you."
Howard,Weêre not with him.
Amy,"You canêt pick something up in outer space. In space, there is no up."
Penny,"Oh, yeah? Then how does the sun come up every day?"
Amy,Hard to argue with those kind of street smarts.
Bernadette,Leonard and Sheldon have boxes of comics across the hall. Why donêt we go look at those?
Penny,"Oh, great. Yes. And then you will see, I am not wrong, because if we were in outer space, then anyone could pick up the hammer because it would be floating around in a weightless environment. Yeah, thatês right, the slow reader used science. Suck on that."
Leonard,"Our clothes, our wallets, phones."
Raj,"And about three hundred dollars worth of makeup, so this thief could look like anyone right now."
Leonard,"Uh, weêre going to the Comic-Con in Bakersfield. They have a big costume contest. Itês cooler than it sounds."
Raj,"It, it is. Itês not just comic books. Theyêve got action figures, toys, a Tron-themed dance party."
Leonard,"Okay, he gets how cool it is."
Leonard,"Thanks, but weêve got it covered."
Howard,"Okay, I just talked to my mom. She arranged for us to get a rental car."
Raj,Great. We can still make it to Comic-Con.
Leonard,"Are you kidding me? After all weêve been through, I just want to go home."
Raj,"Donêt be like that. Come on, Howard, talk to him."
Howard,Iêm with Leonard. Iêm done.
Raj,"Fine, then I guess itês two against two. How do we decide?"
Sheldon,"Actually, itês three against one."
Raj,What about the mission? You said we were a real-life landing party.
Sheldon,"Yeah, well, weêre not. Weêre an imaginary landing party who had real-life garbage thrown at us by real-life strangers who think weêre idiots. And to tell you the truth, Iêm starting to feel like one. I want to go home now."
Raj,Okay. Did we at least rent the car from Enterprise? Get it? Enterprise? Screw you. Thatês funny.
Bernadette,"Well, what if the Hulk picked up Thor while Thor is holding the hammer?"
Bernadette,"Then by the transitive property of picking things up, Hulk picked up the hammer."
Amy,"Hulk picked up Thor, Thor picked up the hammer."
Penny,"Okay, hang on. If I go to a bar and pick up a guy, and he picks up a girl, and then we all leave together, did I pick up the girl?"
Amy,Did that ever happen?
Penny,"Hey, are we talking about me or are we talking about Thor?"
Sheldon,"Well, I say thatês the last time we ever go outside."
Amy,"Look, right here. Red Hulk is picking up Thorês hammer êcause Thorês touching it."
Penny,"No, itês because theyêre in space. Heês really just touching the strap."
Amy,The strap is part of the hammer.
Bernadette,"No, itês not!"
Raj,Are they actually arguing about comic books?
Leonard,"No, that canêt be right."
Howard,Maybe Thorês Hammer is a new colour of nail polish.
Bernadette,Then Red Hulk must be worthy.
Penny,How could Red Hulk be worthy?
Bernadette,You donêt know his life.
Sheldon,Thereês only one logical explanation. Somewhere in the desert we crossed into an alternate dimension where the women in our lives can finally appreciate great literature.
Raj,"If itês an alternate dimension, sounds like a job for a landing party."
Sheldon,"Captain, what are your orders?"
Leonard,I say we investigate.
Sheldon,Wait. They might be hostile.
Leonard,"Fine, but set them to stun. If we vaporize Penny, Iêll never find a girlfriend that pretty again."
Leonard,"Sheldon, your foodês getting cold."
Sheldon,"Iêll eat later. Right now, Iêm suckling at the informative bosom of mother physics."
Penny,Itês hot when Sheldon talks dirty.
Raj,"So, I found this Web site where you send them pictures, they sculpt your head and make an action figure out of you. How awesome is that?"
Howard,Let me see.
Raj,"Yeah, you can pick your wardrobe. You can even choose your accessories."
Howard,"Leonard, you can get a little asthma inhaler."
Leonard,"Oh, this is neat. Think about all the action figures weêve bought over the years. It would be kind of cool to have ones that look like us. Donêt you think?"
Penny,"Yeah, if thatês your idea of whatês cool, you should get one."
Leonard,"Yeah, so, Iêm out."
Raj,"What do you think, Sheldon? Want an action figure that looks just like you?"
Sheldon,Would it come with Kung-Fu grip?
Sheldon,Donêt waste my time.
Leonard,You get that these are personalised action figures.
Penny,"Honey, if you want one, just get one."
Howard,"Youêre still out, right?"
